ClientID,Age,Location,Gender,DatePremierAchat,DateDernierAchat,MontantTotalDepense,FrequenceAchats,PanierMoyen,Canal,CAC_Estime,Newsletter,ScoreSatisfaction,DerniereVisiteSite,CategoriePreferee,ProduitsDifferentsAchetes,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Cluster,Segment_Label
CLIENT_2348,67,Meunier,M,2024-09-14,2025-07-01,96.8,2,48.4,Social,15,True,3,139,Mode,10,162,2,96.8,3,2,3,323,4,Dormant
CLIENT_2349,34,Sainte Genevièvenec,F,2025-06-07,2025-12-09,82.45,1,82.45,Social,15,False,3,0,Électronique,10,1,1,82.45,5,1,3,513,2,Potentiel
CLIENT_2350,25,Delorme,F,2023-01-17,2023-11-27,51.45,4,12.86,SEA,25,True,5,725,Mode,5,744,4,51.45,1,4,2,142,1,A risque
CLIENT_2351,18,Baudry,M,2023-12-05,2024-06-21,97.49,6,16.25,Email,8,True,3,536,Électronique,6,537,6,97.49,2,5,3,253,1,A risque
CLIENT_2352,41,CaronBourg,M,2024-10-08,2025-12-09,3505.18,3,1168.39,SEA,25,False,5,0,Maison,10,1,3,3505.18,5,3,5,535,0,A risque
CLIENT_2353,25,BonninVille,F,2025-12-03,2025-12-09,84.14,2,42.07,Email,8,False,3,0,Mode,8,1,2,84.14,5,2,3,523,2,Potentiel
CLIENT_2354,63,BonninVille,F,2024-10-24,2025-12-09,40.86,1,40.86,Reference,5,False,5,0,Loisirs,6,1,1,40.86,5,1,1,511,2,Potentiel
CLIENT_2355,45,Baudry,F,2024-10-19,2024-12-26,63.32,6,10.55,Email,8,False,4,340,Mode,5,349,6,63.32,3,5,2,352,1,A risque
CLIENT_2356,54,Barbenec,M,2025-08-25,2025-12-09,189.09,3,63.03,Email,8,True,3,0,Alimentation,8,1,3,189.09,5,3,4,534,3,Loyal
CLIENT_2357,30,Grenier,F,2025-05-10,2025-12-09,355.54,3,118.51,SEA,25,False,3,0,Maison,6,1,3,355.54,5,3,4,534,3,Loyal
CLIENT_2358,18,Delorme,M,2025-03-16,2025-05-10,263.27,1,263.27,Email,8,True,4,184,Alimentation,7,214,1,263.27,3,1,4,314,4,Dormant
CLIENT_2359,18,Sainte Christophe,M,2024-07-23,2025-12-09,63.57,4,15.89,Social,15,True,4,0,Mode,9,1,4,63.57,5,4,2,542,3,Loyal
CLIENT_2360,35,Maillard,F,2024-04-12,2025-01-18,64.3,1,64.3,Direct,0,True,3,312,Électronique,4,326,1,64.3,3,1,2,312,4,Dormant
CLIENT_2361,46,Deschamps,F,2023-06-19,2023-09-20,54.6,5,10.92,Email,8,False,4,798,Alimentation,2,812,5,54.6,1,5,2,152,1,A risque
CLIENT_2362,44,Maillard,M,2023-09-25,2025-03-22,244.27,4,61.07,Social,15,True,5,249,Mode,10,263,4,244.27,3,4,4,344,1,A risque
CLIENT_2363,49,Sanchez,F,2023-05-18,2023-08-06,79.8,2,39.9,SEA,25,True,4,834,Électronique,7,857,2,79.8,1,2,3,123,4,Dormant
CLIENT_2364,18,CaronBourg,M,2024-09-14,2025-03-10,54.61,1,54.61,Email,8,True,4,265,Alimentation,8,275,1,54.61,3,1,2,312,4,Dormant
CLIENT_2365,45,Gimenez,M,2024-11-18,2025-02-26,170.01,3,56.67,Reference,5,False,3,269,Loisirs,8,287,3,170.01,3,3,4,334,1,A risque
CLIENT_2366,35,CaronBourg,F,2023-01-25,2023-02-18,40.49,6,6.75,Direct,0,False,3,1022,Maison,1,1026,6,40.49,1,5,1,151,1,A risque
CLIENT_2367,22,Peronnec,F,2024-08-17,2025-10-14,40.46,2,20.23,Social,15,True,4,43,Électronique,1,57,2,40.46,4,2,1,421,4,Dormant
CLIENT_2368,18,Meunier,F,2025-06-24,2025-10-17,2010.14,4,502.54,Social,15,True,5,44,Loisirs,3,54,4,2010.14,4,4,5,445,0,A risque
CLIENT_2369,61,Deschamps,F,2025-03-18,2025-05-05,47.86,4,11.96,Social,15,True,4,207,Maison,1,219,4,47.86,3,4,2,342,1,A risque
CLIENT_2370,41,Perret,M,2023-03-16,2024-01-04,54.85,3,18.28,SEA,25,True,3,687,Loisirs,9,706,3,54.85,1,3,2,132,1,A risque
CLIENT_2371,20,Gimenez,F,2023-03-22,2023-10-30,1501.93,3,500.64,Social,15,False,5,748,Maison,9,772,3,1501.93,1,3,5,135,0,A risque
CLIENT_2372,49,Sainte Margotboeuf,M,2024-12-28,2025-03-28,90.06,4,22.52,Social,15,False,3,227,Loisirs,2,257,4,90.06,3,4,3,343,1,A risque
CLIENT_2373,31,Deschamps,F,2024-11-16,2024-12-03,43.06,4,10.77,Reference,5,True,2,367,Électronique,9,372,4,43.06,3,4,2,342,1,A risque
CLIENT_2374,31,Baudry,F,2024-01-16,2025-12-09,35.69,5,7.14,Direct,0,True,5,0,Maison,7,1,5,35.69,5,5,1,551,3,Loyal
CLIENT_2375,38,Grenier,F,2025-08-03,2025-12-09,2124.08,3,708.03,Direct,0,True,4,0,Loisirs,6,1,3,2124.08,5,3,5,535,0,A risque
CLIENT_2376,24,Baudry,M,2023-03-02,2023-10-05,89.53,5,17.91,Social,15,False,4,774,Maison,5,797,5,89.53,1,5,3,153,1,A risque
CLIENT_2377,75,Deschamps,F,2023-03-13,2025-07-05,31.68,2,15.84,Reference,5,False,3,149,Maison,9,158,2,31.68,3,2,1,321,4,Dormant
CLIENT_2378,18,Meunier,M,2023-10-19,2023-11-14,60.74,1,60.74,Direct,0,True,3,753,Loisirs,8,757,1,60.74,1,1,2,112,4,Dormant
CLIENT_2379,46,Techer-la-Forêt,F,2025-08-23,2025-12-09,152.84,4,38.21,Direct,0,False,5,0,Mode,4,1,4,152.84,5,4,4,544,3,Loyal
CLIENT_2380,53,Deschamps,F,2024-11-24,2025-12-09,32.17,2,16.09,SEA,25,False,3,0,Alimentation,1,1,2,32.17,5,2,1,521,2,Potentiel
CLIENT_2381,40,Sainte Genevièvenec,F,2023-02-05,2025-02-25,47.19,6,7.86,Direct,0,False,4,274,Mode,9,288,6,47.19,3,5,2,352,1,A risque
CLIENT_2382,18,BonninVille,F,2023-02-22,2023-08-04,114.05,7,16.29,Direct,0,True,5,855,Maison,6,859,7,114.05,1,5,3,153,1,A risque
CLIENT_2383,49,Hubert,M,2025-07-15,2025-12-09,228.11,1,228.11,Reference,5,True,4,0,Alimentation,10,1,1,228.11,5,1,4,514,2,Potentiel
CLIENT_2384,25,Leconte-sur-Masson,M,2025-09-15,2025-12-09,50.65,3,16.88,Social,15,True,3,0,Mode,6,1,3,50.65,5,3,2,532,3,Loyal
CLIENT_2385,47,Hubert,M,2024-05-07,2024-07-11,164.08,1,164.08,Social,15,True,5,507,Alimentation,9,517,1,164.08,2,1,4,214,4,Dormant
CLIENT_2386,25,Grenier,M,2025-02-27,2025-12-09,64.76,1,64.76,Email,8,True,5,0,Mode,1,1,1,64.76,5,1,2,512,2,Potentiel
CLIENT_2387,31,Techer-la-Forêt,M,2023-08-20,2024-01-26,71.31,4,17.83,Social,15,True,3,678,Électronique,8,684,4,71.31,1,4,3,143,1,A risque
CLIENT_2388,41,Perret,F,2024-03-02,2025-06-25,48.51,1,48.51,Social,15,False,4,151,Alimentation,2,168,1,48.51,3,1,2,312,4,Dormant
CLIENT_2389,37,Gimenez,F,2022-12-30,2023-03-11,76.67,3,25.56,Reference,5,False,3,1002,Alimentation,4,1005,3,76.67,1,3,3,133,1,A risque
CLIENT_2390,49,Deschamps,M,2024-07-24,2025-08-20,67.86,1,67.86,Direct,0,True,3,108,Alimentation,6,112,1,67.86,4,1,2,412,4,Dormant
CLIENT_2391,18,Hubert,F,2023-03-08,2023-04-06,208.7,4,52.17,Email,8,True,5,973,Alimentation,2,979,4,208.7,1,4,4,144,1,A risque
CLIENT_2392,34,Gimenez,M,2025-02-03,2025-06-01,34.62,3,11.54,Social,15,True,3,170,Loisirs,7,192,3,34.62,3,3,1,331,1,A risque
CLIENT_2393,59,Peronnec,F,2023-01-29,2024-01-05,35.23,4,8.81,SEA,25,False,3,682,Alimentation,4,705,4,35.23,1,4,1,141,1,A risque
CLIENT_2394,28,Peronnec,F,2025-01-20,2025-06-25,106.89,5,21.38,Social,15,True,2,163,Mode,7,168,5,106.89,3,5,3,353,1,A risque
CLIENT_2395,46,Peronnec,M,2023-01-19,2023-08-22,86.21,5,17.24,Reference,5,False,3,817,Alimentation,3,841,5,86.21,1,5,3,153,1,A risque
CLIENT_2396,47,Deschamps,F,2025-07-14,2025-11-13,70.46,2,35.23,SEA,25,True,5,19,Électronique,10,27,2,70.46,4,2,3,423,2,Potentiel
CLIENT_2397,55,Sainte Genevièvenec,M,2024-01-29,2025-10-25,346.34,2,173.17,Social,15,True,5,16,Alimentation,5,46,2,346.34,4,2,4,424,4,Dormant
CLIENT_2398,66,Meunier,F,2023-10-16,2024-08-12,33.92,3,11.31,Direct,0,False,3,479,Maison,5,485,3,33.92,2,3,1,231,1,A risque
CLIENT_2399,42,Sanchez,M,2025-11-10,2025-12-09,56.0,1,56.0,Reference,5,False,2,0,Loisirs,1,1,1,56.0,5,1,2,512,2,Potentiel
CLIENT_2400,20,Gimenez,M,2023-07-04,2024-01-07,35.83,5,7.17,Email,8,False,1,701,Mode,8,703,5,35.83,1,5,1,151,1,A risque
CLIENT_2401,30,Sanchez,M,2024-01-22,2025-06-26,60.09,5,12.02,Email,8,True,3,143,Alimentation,3,167,5,60.09,3,5,2,352,1,A risque
CLIENT_2402,29,Hubert,F,2023-09-27,2025-12-09,48.86,2,24.43,SEA,25,False,4,0,Mode,6,1,2,48.86,5,2,2,522,2,Potentiel
CLIENT_2403,30,Grenier,F,2025-09-24,2025-12-09,134.71,2,67.36,Social,15,True,2,0,Mode,2,1,2,134.71,5,2,4,524,2,Potentiel
CLIENT_2404,46,Sainte Christophe,M,2025-08-18,2025-12-09,88.38,6,14.73,Direct,0,False,3,0,Mode,10,1,6,88.38,5,5,3,553,3,Loyal
CLIENT_2405,41,Sainte Margotboeuf,F,2023-06-29,2025-12-09,159.9,2,79.95,Email,8,False,5,0,Alimentation,5,1,2,159.9,5,2,4,524,2,Potentiel
CLIENT_2406,26,Baudry,F,2023-11-12,2024-08-06,476.26,1,476.26,Social,15,False,3,463,Mode,7,491,1,476.26,2,1,5,215,4,Dormant
CLIENT_2407,24,Barbenec,M,2025-08-21,2025-12-09,68.43,1,68.43,Email,8,True,3,0,Loisirs,7,1,1,68.43,5,1,2,512,2,Potentiel
CLIENT_2408,24,Maillard,M,2024-08-26,2024-09-24,30.27,3,10.09,Email,8,False,2,416,Électronique,10,442,3,30.27,2,3,1,231,1,A risque
CLIENT_2409,48,Delorme,M,2025-07-07,2025-12-09,418.06,3,139.35,SEA,25,True,5,0,Électronique,3,1,3,418.06,5,3,5,535,3,Loyal
CLIENT_2410,38,Sainte Christophe,M,2023-01-04,2024-01-28,88.9,2,44.45,Email,8,True,4,669,Mode,3,682,2,88.9,1,2,3,123,4,Dormant
CLIENT_2411,18,Sainte Christophe,F,2024-02-10,2024-04-29,300.72,3,100.24,Social,15,False,3,570,Électronique,4,590,3,300.72,2,3,4,234,1,A risque
CLIENT_2412,28,Hubert,F,2024-11-08,2025-04-27,36.81,2,18.41,Direct,0,True,3,219,Électronique,10,227,2,36.81,3,2,1,321,4,Dormant
CLIENT_2413,28,Sainte Margotboeuf,F,2025-11-28,2025-12-09,65.82,5,13.16,Social,15,True,3,0,Alimentation,3,1,5,65.82,5,5,2,552,3,Loyal
CLIENT_2414,43,Gimenez,F,2025-11-17,2025-12-09,64.96,1,64.96,Social,15,True,5,0,Loisirs,3,1,1,64.96,5,1,2,512,2,Potentiel
CLIENT_2415,36,Leconte-sur-Masson,M,2024-05-17,2025-06-22,677.64,8,84.7,SEA,25,True,3,156,Électronique,7,171,8,677.64,3,5,5,355,1,A risque
CLIENT_2416,53,Maillard,M,2025-10-22,2025-11-03,3582.43,5,716.49,Email,8,True,5,29,Électronique,9,37,5,3582.43,4,5,5,455,0,A risque
CLIENT_2417,52,CaronBourg,M,2024-11-27,2025-02-18,31.79,5,6.36,SEA,25,True,3,282,Mode,3,295,5,31.79,3,5,1,351,1,A risque
CLIENT_2418,49,Perret,M,2025-04-07,2025-12-09,56.34,2,28.17,Email,8,True,5,0,Maison,10,1,2,56.34,5,2,2,522,2,Potentiel
CLIENT_2419,35,Deschamps,M,2025-06-04,2025-12-09,74.08,3,24.69,Email,8,False,3,0,Mode,10,1,3,74.08,5,3,3,533,3,Loyal
CLIENT_2420,42,Techer-la-Forêt,F,2024-02-18,2025-09-18,68.31,1,68.31,SEA,25,True,5,77,Électronique,6,83,1,68.31,4,1,2,412,4,Dormant
CLIENT_2421,39,Hubert,M,2023-05-28,2024-01-17,76.87,2,38.44,Email,8,False,3,683,Loisirs,7,693,2,76.87,1,2,3,123,4,Dormant
CLIENT_2422,18,Techer-la-Forêt,M,2024-01-17,2025-06-04,38.99,2,19.5,Email,8,False,4,173,Loisirs,2,189,2,38.99,3,2,1,321,4,Dormant
CLIENT_2423,18,Sainte Christophe,F,2024-12-12,2025-07-07,48.21,3,16.07,Social,15,True,5,147,Mode,2,156,3,48.21,3,3,2,332,1,A risque
CLIENT_2424,40,BonninVille,M,2025-11-27,2025-12-09,54.39,3,18.13,Social,15,True,4,0,Maison,6,1,3,54.39,5,3,2,532,3,Loyal
CLIENT_2425,41,Sainte Christophe,F,2024-09-10,2025-12-09,167.89,1,167.89,Direct,0,False,4,0,Électronique,3,1,1,167.89,5,1,4,514,2,Potentiel
CLIENT_2426,75,Baudry,M,2025-07-01,2025-07-31,36.6,6,6.1,Email,8,True,2,104,Loisirs,8,132,6,36.6,4,5,1,451,1,A risque
CLIENT_2427,18,Gimenez,F,2025-11-03,2025-12-09,577.24,3,192.41,SEA,25,False,5,0,Loisirs,8,1,3,577.24,5,3,5,535,3,Loyal
CLIENT_2428,43,Deschamps,F,2024-05-23,2024-12-06,44.32,5,8.86,Social,15,False,1,358,Électronique,7,369,5,44.32,3,5,2,352,1,A risque
CLIENT_2429,31,BonninVille,M,2024-12-11,2025-10-16,40.77,5,8.15,Social,15,False,3,48,Loisirs,8,55,5,40.77,4,5,1,451,1,A risque
CLIENT_2430,48,CaronBourg,M,2024-07-21,2025-12-09,31.4,2,15.7,SEA,25,True,4,0,Loisirs,8,1,2,31.4,5,2,1,521,2,Potentiel
CLIENT_2431,18,Deschamps,F,2025-01-15,2025-12-09,121.48,3,40.49,Direct,0,True,3,0,Électronique,4,1,3,121.48,5,3,3,533,3,Loyal
CLIENT_2432,75,Leconte-sur-Masson,F,2024-01-26,2024-02-06,89.58,4,22.39,Direct,0,False,4,660,Alimentation,5,673,4,89.58,1,4,3,143,1,A risque
CLIENT_2433,29,Deschamps,M,2025-07-13,2025-12-09,59.6,6,9.93,Email,8,True,2,0,Électronique,8,1,6,59.6,5,5,2,552,3,Loyal
CLIENT_2434,48,Grenier,M,2025-10-08,2025-12-09,145.98,2,72.99,Social,15,False,4,0,Mode,4,1,2,145.98,5,2,4,524,2,Potentiel
CLIENT_2435,57,Techer-la-Forêt,F,2025-05-22,2025-12-09,113.73,4,28.43,Social,15,False,4,0,Loisirs,3,1,4,113.73,5,4,3,543,3,Loyal
CLIENT_2436,18,Baudry,M,2023-12-08,2024-08-31,125.13,1,125.13,Social,15,False,3,437,Alimentation,2,466,1,125.13,2,1,3,213,4,Dormant
CLIENT_2437,30,Baudry,F,2024-01-26,2024-09-01,58.26,3,19.42,SEA,25,False,5,445,Maison,8,465,3,58.26,2,3,2,232,1,A risque
CLIENT_2438,35,Barbenec,M,2025-04-26,2025-12-09,2114.55,5,422.91,Social,15,True,5,0,Alimentation,9,1,5,2114.55,5,5,5,555,3,Loyal
CLIENT_2439,46,Delorme,F,2022-12-21,2023-11-06,24712.28,2,12356.14,Social,15,False,5,763,Mode,9,765,2,24712.28,1,2,5,125,0,A risque
CLIENT_2440,39,Deschamps,M,2024-03-31,2025-12-09,56.48,3,18.83,SEA,25,True,3,0,Maison,7,1,3,56.48,5,3,2,532,3,Loyal
CLIENT_2441,40,BonninVille,F,2025-09-08,2025-11-27,35.6,3,11.87,Email,8,True,2,1,Maison,1,13,3,35.6,4,3,1,431,3,Loyal
CLIENT_2442,41,Meunier,F,2022-12-22,2024-09-03,159.4,3,53.13,Email,8,False,4,449,Électronique,2,463,3,159.4,2,3,4,234,1,A risque
CLIENT_2443,37,Maillard,M,2025-12-03,2025-12-09,930.69,4,232.67,Email,8,True,5,0,Alimentation,7,1,4,930.69,5,4,5,545,3,Loyal
CLIENT_2444,70,Perret,F,2025-11-19,2025-12-09,39.35,3,13.12,Social,15,False,3,0,Alimentation,10,1,3,39.35,5,3,1,531,3,Loyal
CLIENT_2445,18,Gimenez,F,2023-03-15,2023-03-24,78.85,3,26.28,Social,15,False,3,985,Maison,9,992,3,78.85,1,3,3,133,1,A risque
CLIENT_2446,61,Sanchez,F,2023-01-27,2024-09-17,46.27,5,9.25,SEA,25,False,4,442,Alimentation,10,449,5,46.27,2,5,2,252,1,A risque
CLIENT_2447,42,Sainte Christophe,M,2024-10-07,2025-02-14,1218.35,4,304.59,Email,8,True,5,272,Mode,4,299,4,1218.35,3,4,5,345,0,A risque
CLIENT_2448,50,Meunier,F,2024-12-27,2025-04-13,33.62,3,11.21,Social,15,True,4,239,Mode,8,241,3,33.62,3,3,1,331,1,A risque
CLIENT_2449,50,Deschamps,F,2024-07-23,2025-10-25,33.32,3,11.11,Email,8,True,3,23,Alimentation,6,46,3,33.32,4,3,1,431,1,A risque
CLIENT_2450,18,CaronBourg,F,2024-12-05,2025-10-21,31811.63,3,10603.88,Email,8,True,5,38,Alimentation,7,50,3,31811.63,4,3,5,435,0,A risque
CLIENT_2451,22,Sainte Genevièvenec,M,2025-07-23,2025-12-09,340.0,3,113.33,Reference,5,True,5,0,Mode,5,1,3,340.0,5,3,4,534,3,Loyal
CLIENT_2452,38,Leconte-sur-Masson,M,2023-06-17,2023-11-30,101.33,1,101.33,Social,15,True,4,732,Maison,7,741,1,101.33,1,1,3,113,4,Dormant
CLIENT_2453,49,Maillard,F,2024-10-14,2025-05-31,54.91,5,10.98,SEA,25,True,3,166,Maison,10,193,5,54.91,3,5,2,352,1,A risque
CLIENT_2454,38,Sanchez,M,2025-03-04,2025-04-29,66.82,2,33.41,SEA,25,True,4,213,Mode,2,225,2,66.82,3,2,2,322,4,Dormant
CLIENT_2455,36,BonninVille,M,2024-09-24,2025-09-04,33.02,4,8.26,Social,15,False,5,95,Alimentation,8,97,4,33.02,4,4,1,441,1,A risque
CLIENT_2456,39,Sainte Genevièvenec,F,2023-02-04,2025-06-19,1776.91,1,1776.91,Email,8,True,5,143,Mode,1,174,1,1776.91,3,1,5,315,0,A risque
CLIENT_2457,62,Delorme,M,2024-05-05,2025-01-15,253.04,5,50.61,SEA,25,False,4,300,Alimentation,6,329,5,253.04,3,5,4,354,1,A risque
CLIENT_2458,25,Sainte Margotboeuf,F,2022-12-25,2024-10-15,198.39,3,66.13,Email,8,False,5,418,Maison,8,421,3,198.39,2,3,4,234,1,A risque
CLIENT_2459,50,Maillard,M,2023-11-16,2024-07-26,77.51,4,19.38,Social,15,False,2,481,Maison,5,502,4,77.51,2,4,3,243,1,A risque
CLIENT_2460,32,Meunier,M,2023-09-11,2025-12-09,46.04,3,15.35,Direct,0,True,3,0,Loisirs,6,1,3,46.04,5,3,2,532,3,Loyal
CLIENT_2461,45,Sainte Christophe,M,2023-11-09,2024-06-30,113.79,5,22.76,Direct,0,False,5,513,Alimentation,9,528,5,113.79,2,5,3,253,1,A risque
CLIENT_2462,68,Gimenez,F,2023-12-01,2024-05-28,46.9,3,15.63,Social,15,False,2,536,Alimentation,3,561,3,46.9,2,3,2,232,1,A risque
CLIENT_2463,34,Gimenez,F,2024-09-09,2025-06-08,230.1,3,76.7,SEA,25,True,4,166,Alimentation,8,185,3,230.1,3,3,4,334,1,A risque
CLIENT_2464,38,Delorme,F,2024-11-02,2025-12-09,290.64,1,290.64,Social,15,True,3,0,Loisirs,8,1,1,290.64,5,1,4,514,2,Potentiel
CLIENT_2465,41,Deschamps,F,2024-12-06,2025-09-27,47.79,1,47.79,SEA,25,True,4,73,Mode,1,74,1,47.79,4,1,2,412,4,Dormant
CLIENT_2466,75,Sainte Margotboeuf,M,2025-09-24,2025-12-09,29308.73,3,9769.58,Social,15,True,5,0,Loisirs,10,1,3,29308.73,5,3,5,535,0,A risque
CLIENT_2467,44,Delorme,M,2024-11-14,2025-03-06,1029.48,2,514.74,Social,15,False,5,253,Mode,5,279,2,1029.48,3,2,5,325,0,A risque
CLIENT_2468,37,Leconte-sur-Masson,F,2025-05-02,2025-12-09,12567.11,3,4189.04,Reference,5,True,5,0,Électronique,2,1,3,12567.11,5,3,5,535,0,A risque
CLIENT_2469,57,Barbenec,M,2025-01-02,2025-06-19,468.2,2,234.1,Email,8,False,5,162,Alimentation,9,174,2,468.2,3,2,5,325,4,Dormant
CLIENT_2470,42,CaronBourg,M,2023-01-22,2023-05-23,881.38,3,293.79,Reference,5,True,5,902,Alimentation,7,932,3,881.38,1,3,5,135,0,A risque
CLIENT_2471,21,Peronnec,M,2023-08-22,2023-12-01,208.45,4,52.11,SEA,25,True,5,709,Maison,4,740,4,208.45,1,4,4,144,1,A risque
CLIENT_2472,46,Peronnec,F,2025-11-19,2025-12-09,11313.71,2,5656.85,Social,15,True,5,0,Maison,9,1,2,11313.71,5,2,5,525,0,A risque
CLIENT_2473,28,Meunier,M,2025-02-08,2025-04-04,48.66,1,48.66,Social,15,True,3,227,Loisirs,4,250,1,48.66,3,1,2,312,4,Dormant
CLIENT_2474,18,Sainte Christophe,F,2023-12-10,2025-11-06,68.75,1,68.75,Reference,5,True,4,25,Loisirs,5,34,1,68.75,4,1,3,413,4,Dormant
CLIENT_2475,23,Deschamps,M,2025-10-19,2025-12-09,35.77,2,17.89,Direct,0,True,3,0,Loisirs,7,1,2,35.77,5,2,1,521,2,Potentiel
CLIENT_2476,41,Techer-la-Forêt,F,2024-04-06,2025-05-17,1450.2,4,362.55,SEA,25,False,4,181,Alimentation,2,207,4,1450.2,3,4,5,345,0,A risque
CLIENT_2477,18,Peronnec,F,2024-03-25,2024-04-22,71.8,5,14.36,Social,15,False,3,593,Électronique,5,597,5,71.8,2,5,3,253,1,A risque
CLIENT_2478,47,Baudry,M,2023-08-16,2023-10-05,374.75,4,93.69,Email,8,True,5,793,Loisirs,5,797,4,374.75,1,4,5,145,1,A risque
CLIENT_2479,38,CaronBourg,M,2024-11-22,2025-01-20,54.34,1,54.34,Social,15,False,3,295,Maison,4,324,1,54.34,3,1,2,312,4,Dormant
CLIENT_2480,53,Perret,M,2023-03-30,2025-12-09,234.39,2,117.19,Social,15,True,4,0,Loisirs,3,1,2,234.39,5,2,4,524,2,Potentiel
CLIENT_2481,46,Sainte Margotboeuf,M,2024-07-20,2025-04-22,443.65,2,221.82,Social,15,False,5,218,Mode,8,232,2,443.65,3,2,5,325,4,Dormant
CLIENT_2482,53,Grenier,M,2024-09-18,2025-04-23,61.98,4,15.49,Social,15,True,3,215,Mode,9,231,4,61.98,3,4,2,342,1,A risque
CLIENT_2483,33,Gimenez,F,2025-01-27,2025-12-09,34.74,4,8.69,Reference,5,True,3,0,Électronique,7,1,4,34.74,5,4,1,541,3,Loyal
CLIENT_2484,38,Delorme,M,2025-07-03,2025-08-06,54.4,2,27.2,Social,15,True,3,113,Électronique,7,126,2,54.4,4,2,2,422,4,Dormant
CLIENT_2485,58,Sainte Christophe,F,2023-07-20,2023-11-23,46.38,2,23.19,Email,8,False,5,744,Mode,4,748,2,46.38,1,2,2,122,4,Dormant
CLIENT_2486,39,Peronnec,F,2025-08-04,2025-10-09,98.14,5,19.63,Email,8,True,4,58,Maison,9,62,5,98.14,4,5,3,453,1,A risque
CLIENT_2487,55,Meunier,F,2023-06-15,2025-09-26,416.13,3,138.71,Reference,5,True,5,49,Maison,4,75,3,416.13,4,3,5,435,0,A risque
CLIENT_2488,37,Barbenec,F,2024-11-25,2025-07-01,1220.31,1,1220.31,Direct,0,False,5,143,Alimentation,8,162,1,1220.31,3,1,5,315,0,A risque
CLIENT_2489,51,Gimenez,M,2025-05-07,2025-05-12,37.97,4,9.49,Social,15,True,4,190,Loisirs,7,212,4,37.97,3,4,1,341,1,A risque
CLIENT_2490,61,Meunier,M,2023-07-02,2024-08-17,143.58,1,143.58,Social,15,True,5,471,Alimentation,7,480,1,143.58,2,1,4,214,4,Dormant
CLIENT_2491,41,Peronnec,F,2023-12-18,2024-10-27,49.65,3,16.55,SEA,25,False,3,381,Maison,2,409,3,49.65,2,3,2,232,1,A risque
CLIENT_2492,25,CaronBourg,M,2023-01-20,2023-01-30,2139.36,3,713.12,SEA,25,True,5,1027,Alimentation,3,1045,3,2139.36,1,3,5,135,0,A risque
CLIENT_2493,49,Deschamps,F,2025-03-18,2025-04-03,58.53,2,29.27,Email,8,False,4,241,Loisirs,5,251,2,58.53,3,2,2,322,4,Dormant
CLIENT_2494,75,Sanchez,F,2024-02-06,2024-08-14,1324.64,6,220.77,Social,15,True,5,479,Maison,4,483,6,1324.64,2,5,5,255,0,A risque
CLIENT_2495,65,Deschamps,F,2025-08-28,2025-11-15,75.89,2,37.95,Social,15,True,2,23,Alimentation,2,25,2,75.89,4,2,3,423,2,Potentiel
CLIENT_2496,48,Deschamps,M,2025-09-29,2025-12-09,882.75,2,441.38,Social,15,True,4,0,Électronique,2,1,2,882.75,5,2,5,525,2,Potentiel
CLIENT_2497,22,BonninVille,M,2025-10-17,2025-12-09,41.59,3,13.86,Email,8,True,5,0,Maison,6,1,3,41.59,5,3,1,531,3,Loyal
CLIENT_2498,73,Peronnec,M,2023-01-05,2023-07-07,32.69,2,16.34,SEA,25,False,3,867,Mode,2,887,2,32.69,1,2,1,121,4,Dormant
CLIENT_2499,50,Deschamps,F,2025-07-24,2025-12-09,47.77,3,15.92,Email,8,False,3,0,Mode,3,1,3,47.77,5,3,2,532,3,Loyal
CLIENT_2500,18,Meunier,F,2024-10-20,2025-12-09,2971.06,3,990.35,Social,15,False,5,0,Alimentation,6,1,3,2971.06,5,3,5,535,0,A risque
CLIENT_2501,20,Deschamps,M,2023-03-09,2024-05-18,109.59,5,21.92,SEA,25,True,3,542,Mode,9,571,5,109.59,2,5,3,253,1,A risque
CLIENT_2502,58,Maillard,F,2025-05-03,2025-07-29,181.5,1,181.5,Email,8,True,4,122,Électronique,5,134,1,181.5,4,1,4,414,4,Dormant
CLIENT_2503,20,Techer-la-Forêt,F,2024-02-24,2025-06-03,4691.37,7,670.2,SEA,25,True,4,164,Alimentation,6,190,7,4691.37,3,5,5,355,0,A risque
CLIENT_2504,19,Sainte Margotboeuf,M,2023-07-16,2025-12-09,104.61,4,26.15,Email,8,True,5,0,Maison,3,1,4,104.61,5,4,3,543,3,Loyal
CLIENT_2505,53,BonninVille,F,2024-12-30,2025-12-09,94.3,2,47.15,SEA,25,True,5,0,Loisirs,2,1,2,94.3,5,2,3,523,2,Potentiel
CLIENT_2506,29,Peronnec,F,2023-06-10,2024-06-14,127.16,3,42.39,SEA,25,False,5,535,Électronique,4,544,3,127.16,2,3,3,233,1,A risque
CLIENT_2507,42,Barbenec,M,2025-10-26,2025-12-09,44.52,5,8.9,Direct,0,False,4,0,Alimentation,6,1,5,44.52,5,5,2,552,3,Loyal
CLIENT_2508,70,Barbenec,M,2023-07-13,2023-08-11,143.88,2,71.94,Social,15,False,3,840,Mode,6,852,2,143.88,1,2,4,124,4,Dormant
CLIENT_2509,48,Techer-la-Forêt,M,2025-11-05,2025-12-09,107.93,3,35.98,Social,15,False,3,0,Mode,7,1,3,107.93,5,3,3,533,3,Loyal
