ClientID,Age,Location,Gender,DatePremierAchat,DateDernierAchat,MontantTotalDepense,FrequenceAchats,PanierMoyen,Canal,CAC_Estime,Newsletter,ScoreSatisfaction,DerniereVisiteSite,CategoriePreferee,ProduitsDifferentsAchetes
CLIENT_2990,20,Gimenez,M,2025-04-16,2025-12-09,83.95,1,83.95,SEA,25,True,3,0,Alimentation,3
CLIENT_2991,52,Hubert,F,2024-10-20,2025-12-09,1288.2,4,322.05,Social,15,True,5,0,Mode,9
CLIENT_2992,54,Sainte Margotboeuf,F,2025-06-04,2025-11-02,476.24,1,476.24,Reference,5,True,4,17,Maison,6
CLIENT_2993,59,Sainte Christophe,F,2023-08-07,2023-11-01,95.73,2,47.87,Email,8,True,2,752,Mode,4
CLIENT_2994,27,Sainte Christophe,M,2025-11-06,2025-12-09,252.58,4,63.15,Email,8,True,5,0,Mode,1
CLIENT_2995,56,Meunier,F,2023-06-10,2024-09-01,271.45,5,54.29,Email,8,False,5,448,Loisirs,2
CLIENT_2996,18,Hubert,F,2025-10-12,2025-12-09,58.55,5,11.71,Social,15,False,3,0,Électronique,3
CLIENT_2997,18,Gimenez,F,2025-10-02,2025-12-09,32.44,6,5.41,Email,8,True,3,0,Alimentation,9
CLIENT_2998,46,Maillard,F,2024-05-02,2025-12-09,39.77,4,9.94,SEA,25,True,3,0,Électronique,2
CLIENT_2999,70,Baudry,F,2024-12-31,2025-12-09,32.54,2,16.27,Email,8,True,3,0,Alimentation,7
CLIENT_3000,55,BonninVille,F,2025-08-28,2025-12-09,73.16,6,12.19,Social,15,True,3,0,Électronique,2
CLIENT_3001,31,Grenier,M,2024-02-29,2025-10-25,80.89,4,20.22,Social,15,False,3,18,Maison,2
CLIENT_3002,43,BonninVille,F,2024-11-09,2024-12-16,248.05,3,82.68,SEA,25,False,4,355,Mode,5
CLIENT_3003,53,Maillard,F,2025-01-22,2025-02-16,70.19,4,17.55,SEA,25,True,4,290,Loisirs,6
CLIENT_3004,20,BonninVille,M,2025-08-10,2025-12-09,32.17,1,32.17,Social,15,False,2,0,Mode,9
CLIENT_3005,32,Perret,M,2025-02-23,2025-10-15,72.58,3,24.19,Reference,5,False,3,27,Alimentation,2
CLIENT_3006,46,Grenier,M,2025-08-30,2025-12-09,109.74,3,36.58,SEA,25,True,5,0,Maison,2
CLIENT_3007,18,CaronBourg,M,2023-05-06,2024-10-14,112.32,7,16.05,Direct,0,True,1,413,Électronique,6
CLIENT_3008,20,Sainte Christophe,M,2023-06-07,2024-03-09,132.91,5,26.58,Email,8,True,3,623,Mode,1
CLIENT_3009,47,Deschamps,F,2023-07-15,2025-03-11,32.57,6,5.43,Email,8,False,4,266,Électronique,2
CLIENT_3010,45,Deschamps,M,2024-01-09,2025-12-09,54.87,2,27.43,Email,8,False,3,0,Électronique,6
CLIENT_3011,20,Deschamps,F,2024-05-30,2024-06-09,32.98,2,16.49,Email,8,True,2,530,Alimentation,7
CLIENT_3012,18,BonninVille,M,2024-02-20,2024-10-10,33.11,3,11.04,Social,15,False,5,399,Loisirs,5
CLIENT_3013,18,Meunier,F,2024-10-02,2025-04-17,37.7,2,18.85,SEA,25,True,3,232,Loisirs,6
CLIENT_3014,32,Leconte-sur-Masson,M,2025-07-06,2025-07-29,2828.59,1,2828.59,Reference,5,False,5,116,Alimentation,6
CLIENT_3015,41,Deschamps,M,2024-04-30,2025-01-10,39.53,4,9.88,SEA,25,False,4,327,Alimentation,9
CLIENT_3016,24,Deschamps,M,2025-11-11,2025-11-20,61.69,2,30.84,Email,8,False,4,8,Maison,2
CLIENT_3017,50,Baudry,M,2025-04-28,2025-06-26,47.13,2,23.57,Social,15,True,3,156,Loisirs,10
CLIENT_3018,22,Peronnec,M,2025-08-20,2025-12-09,168.65,3,56.22,Social,15,True,4,0,Maison,2
CLIENT_3019,18,Techer-la-Forêt,M,2024-09-03,2025-12-09,7787.28,2,3893.64,Email,8,True,5,0,Loisirs,5
CLIENT_3020,29,Peronnec,M,2025-09-05,2025-12-09,39.28,4,9.82,Reference,5,True,2,0,Loisirs,10
CLIENT_3021,29,Deschamps,M,2025-06-23,2025-09-08,98.17,2,49.09,Social,15,True,5,70,Loisirs,1
CLIENT_3022,21,CaronBourg,M,2023-08-18,2024-06-23,123.23,5,24.65,Social,15,False,4,525,Loisirs,10
CLIENT_3023,52,BonninVille,M,2024-07-31,2024-09-25,45.64,2,22.82,Social,15,False,3,420,Alimentation,2
CLIENT_3024,44,Deschamps,F,2024-04-28,2025-08-14,30.96,4,7.74,Social,15,False,4,96,Alimentation,3
CLIENT_3025,52,Sainte Christophe,M,2024-05-11,2025-10-16,44.55,2,22.27,Direct,0,True,2,49,Alimentation,8
CLIENT_3026,37,Gimenez,M,2023-09-26,2025-07-15,31.8,3,10.6,Reference,5,False,3,123,Alimentation,3
CLIENT_3027,22,CaronBourg,F,2024-01-19,2025-06-12,377.0,4,94.25,Direct,0,True,4,151,Alimentation,3
CLIENT_3028,47,Sainte Christophe,F,2024-04-15,2025-12-09,93.09,2,46.55,Email,8,False,5,0,Loisirs,9
CLIENT_3029,43,Sainte Christophe,F,2024-01-25,2025-05-01,37.86,6,6.31,Direct,0,True,3,203,Électronique,1
CLIENT_3030,55,Deschamps,F,2023-01-08,2023-07-29,172.7,2,86.35,Social,15,False,4,857,Mode,8
CLIENT_3031,39,Leconte-sur-Masson,F,2025-05-02,2025-12-09,208.89,5,41.78,Reference,5,True,5,0,Maison,6
CLIENT_3032,42,Techer-la-Forêt,M,2025-04-02,2025-12-09,457.32,2,228.66,Email,8,False,4,0,Électronique,3
CLIENT_3033,58,Meunier,F,2022-12-19,2023-03-11,64.97,2,32.48,Direct,0,True,4,989,Alimentation,9
CLIENT_3034,32,Sanchez,M,2023-03-19,2023-08-12,30.44,5,6.09,Social,15,False,3,845,Mode,8
CLIENT_3035,50,Baudry,M,2024-09-25,2025-09-25,105.05,3,35.02,Email,8,True,3,53,Électronique,10
CLIENT_3036,18,Hubert,F,2023-04-30,2023-10-14,2571.23,4,642.81,Social,15,True,3,781,Loisirs,7
CLIENT_3037,50,Peronnec,F,2023-03-31,2025-12-09,230.98,4,57.74,Reference,5,False,4,0,Électronique,7
CLIENT_3038,37,Delorme,M,2023-01-04,2023-02-13,59.06,2,29.53,Direct,0,True,3,1020,Mode,9
CLIENT_3039,38,Sainte Genevièvenec,F,2023-04-02,2023-07-29,99.04,2,49.52,Email,8,True,5,835,Loisirs,9
CLIENT_3040,37,Grenier,F,2024-02-10,2024-09-06,47.42,1,47.42,Social,15,True,5,456,Loisirs,4
CLIENT_3041,30,BonninVille,F,2023-04-17,2023-11-28,69.14,1,69.14,Direct,0,True,4,736,Alimentation,3
CLIENT_3042,41,Perret,M,2025-05-01,2025-12-09,120.91,1,120.91,Email,8,False,5,0,Loisirs,4
CLIENT_3043,68,BonninVille,M,2023-04-20,2025-12-09,40.21,1,40.21,Email,8,True,4,0,Loisirs,5
CLIENT_3044,52,Sainte Margotboeuf,F,2024-04-28,2024-08-04,36.64,1,36.64,Email,8,False,4,465,Électronique,7
CLIENT_3045,62,Gimenez,F,2023-08-02,2024-06-27,56.78,2,28.39,SEA,25,True,4,526,Maison,9
CLIENT_3046,37,BonninVille,F,2023-11-15,2024-07-11,407.54,1,407.54,Social,15,True,5,516,Maison,3
CLIENT_3047,36,Sainte Christophe,M,2025-01-27,2025-05-06,45.86,2,22.93,SEA,25,True,3,194,Mode,3
CLIENT_3048,26,Meunier,F,2025-11-30,2025-12-09,85.48,3,28.49,Direct,0,True,4,0,Alimentation,4
CLIENT_3049,18,Deschamps,M,2024-08-16,2025-02-24,147.9,1,147.9,Email,8,False,5,270,Loisirs,4
CLIENT_3050,40,Leconte-sur-Masson,F,2024-09-21,2024-10-27,59.2,3,19.73,Email,8,True,4,385,Loisirs,8
CLIENT_3051,36,Maillard,F,2024-12-26,2025-03-11,34.54,1,34.54,SEA,25,False,4,247,Maison,5
CLIENT_3052,18,Sanchez,F,2023-01-03,2024-02-04,480.69,2,240.34,Email,8,True,5,657,Alimentation,8
CLIENT_3053,25,Techer-la-Forêt,M,2023-10-06,2024-05-18,67.61,9,7.51,Social,15,True,3,544,Maison,9
CLIENT_3054,46,Techer-la-Forêt,M,2023-10-16,2024-10-16,39.98,2,19.99,Direct,0,True,3,414,Loisirs,8
CLIENT_3055,30,BonninVille,M,2024-09-12,2024-11-11,396.04,2,198.02,Email,8,False,4,393,Loisirs,5
CLIENT_3056,19,Techer-la-Forêt,F,2023-06-18,2023-06-30,210.11,2,105.06,Social,15,False,5,886,Alimentation,6
CLIENT_3057,43,BonninVille,M,2024-07-10,2025-05-30,1000.6,1,1000.6,Social,15,False,5,172,Loisirs,10
CLIENT_3058,29,Sainte Genevièvenec,F,2023-11-02,2025-09-23,104.79,4,26.2,Social,15,False,4,67,Loisirs,9
CLIENT_3059,42,Perret,M,2024-03-09,2024-08-06,77.88,2,38.94,Social,15,False,3,475,Maison,8
CLIENT_3060,34,BonninVille,M,2025-01-31,2025-12-09,154.55,4,38.64,Social,15,True,4,0,Électronique,4
CLIENT_3061,46,Sainte Christophe,M,2023-12-17,2025-12-09,148.93,4,37.23,Social,15,True,3,0,Maison,7
CLIENT_3062,41,Grenier,F,2025-01-18,2025-09-03,79.89,2,39.95,Social,15,True,4,77,Alimentation,8
CLIENT_3063,36,Meunier,M,2023-03-01,2023-05-20,94.99,3,31.66,Direct,0,False,5,929,Maison,8
CLIENT_3064,41,Barbenec,M,2024-03-29,2024-05-31,560.9,2,280.45,SEA,25,False,5,554,Électronique,1
CLIENT_3065,54,Sainte Christophe,F,2024-08-30,2025-05-22,2126.09,2,1063.05,Reference,5,True,5,199,Loisirs,10
CLIENT_3066,59,Hubert,M,2024-01-10,2024-05-23,107.1,4,26.77,Social,15,False,5,551,Mode,7
CLIENT_3067,63,Meunier,M,2024-01-18,2025-02-07,216.25,2,108.12,Direct,0,True,4,294,Mode,3
CLIENT_3068,22,Deschamps,M,2023-08-26,2025-09-18,221.71,1,221.71,Reference,5,False,4,82,Alimentation,1
CLIENT_3069,34,Sainte Christophe,M,2023-08-20,2023-09-15,85.98,2,42.99,Social,15,True,5,787,Mode,1
CLIENT_3070,49,Perret,M,2024-12-11,2025-12-09,229.89,1,229.89,SEA,25,True,5,0,Maison,3
CLIENT_3071,30,Gimenez,M,2023-02-20,2024-07-23,52.1,1,52.1,SEA,25,True,5,493,Électronique,10
CLIENT_3072,58,Peronnec,F,2025-10-06,2025-12-09,698.21,3,232.74,Social,15,True,5,0,Alimentation,10
CLIENT_3073,41,CaronBourg,M,2024-03-18,2025-03-29,72.59,2,36.3,Social,15,True,3,235,Mode,5
CLIENT_3074,34,BonninVille,F,2024-07-02,2025-12-09,172.59,2,86.3,Social,15,True,5,0,Alimentation,4
CLIENT_3075,53,Hubert,M,2024-05-20,2025-03-14,34.19,1,34.19,SEA,25,False,3,247,Maison,8
CLIENT_3076,61,Gimenez,F,2024-02-02,2024-06-23,122.77,1,122.77,Reference,5,True,5,534,Maison,2
CLIENT_3077,47,Sainte Margotboeuf,M,2023-01-18,2023-04-26,44.17,1,44.17,Direct,0,False,4,942,Mode,8
CLIENT_3078,27,Deschamps,F,2024-06-18,2024-06-28,1277.94,2,638.97,Social,15,True,5,515,Mode,7
CLIENT_3079,22,Grenier,M,2023-12-19,2025-04-17,40.83,2,20.41,SEA,25,True,2,213,Maison,7
CLIENT_3080,46,Peronnec,F,2024-05-08,2024-07-28,148.5,1,148.5,SEA,25,True,1,482,Électronique,10
CLIENT_3081,18,Gimenez,M,2025-04-25,2025-08-25,76.83,5,15.37,Email,8,False,2,104,Mode,1
CLIENT_3082,45,Maillard,F,2023-04-20,2023-06-13,37.57,3,12.52,Social,15,True,4,895,Alimentation,9
CLIENT_3083,35,Maillard,F,2024-11-16,2025-12-09,33.33,3,11.11,Social,15,True,3,0,Alimentation,3
CLIENT_3084,34,Baudry,M,2023-07-03,2025-11-22,31.64,3,10.55,Social,15,False,5,0,Électronique,8
CLIENT_3085,27,CaronBourg,F,2023-03-18,2024-09-01,278.68,3,92.89,Direct,0,True,5,438,Électronique,5
CLIENT_3086,61,Meunier,M,2025-07-13,2025-12-09,256.18,1,256.18,Email,8,True,5,0,Loisirs,7
CLIENT_3087,23,Sainte Genevièvenec,F,2024-12-29,2025-06-12,292.62,2,146.31,Email,8,True,5,165,Alimentation,5
CLIENT_3088,32,Sainte Genevièvenec,M,2024-10-19,2024-11-21,93.28,4,23.32,SEA,25,False,5,374,Alimentation,4
CLIENT_3089,25,Baudry,M,2023-02-20,2023-02-25,67.92,4,16.98,Direct,0,True,3,1013,Loisirs,1
CLIENT_3090,55,Sainte Margotboeuf,F,2024-01-17,2024-02-15,185.8,7,26.54,Email,8,True,3,663,Alimentation,4
CLIENT_3091,45,Barbenec,M,2022-12-12,2023-02-27,43.75,6,7.29,Email,8,False,3,987,Mode,9
CLIENT_3092,39,Sainte Genevièvenec,F,2023-04-04,2023-12-27,122.33,3,40.78,SEA,25,True,2,691,Loisirs,8
CLIENT_3093,45,Sanchez,F,2025-01-31,2025-12-09,174.66,3,58.22,Social,15,False,3,0,Mode,5
CLIENT_3094,50,Grenier,F,2025-01-27,2025-12-09,73.4,1,73.4,Email,8,True,4,0,Loisirs,6
CLIENT_3095,40,Hubert,M,2025-04-17,2025-12-09,68.39,1,68.39,Social,15,True,3,0,Loisirs,4
CLIENT_3096,18,Sanchez,M,2023-12-01,2025-12-09,48.18,3,16.06,Social,15,True,4,0,Loisirs,2
CLIENT_3097,57,Perret,F,2023-11-26,2025-06-04,43.65,4,10.91,Social,15,True,3,184,Électronique,2
CLIENT_3098,63,Peronnec,M,2023-03-29,2023-06-28,252.92,4,63.23,Direct,0,True,4,877,Mode,2
CLIENT_3099,18,Barbenec,F,2024-04-12,2024-10-17,473.23,2,236.62,Email,8,False,5,412,Alimentation,3
CLIENT_3100,68,Techer-la-Forêt,F,2024-11-22,2025-12-09,31.17,1,31.17,SEA,25,False,4,0,Mode,6
CLIENT_3101,75,Delorme,M,2024-06-28,2025-11-07,447.15,6,74.52,Social,15,True,5,21,Mode,10
CLIENT_3102,38,Baudry,F,2025-05-23,2025-08-22,54.72,2,27.36,Social,15,True,3,91,Alimentation,4
CLIENT_3103,42,Deschamps,F,2024-09-10,2025-07-05,37.25,2,18.62,Direct,0,True,4,157,Loisirs,10
CLIENT_3104,27,Baudry,M,2024-09-17,2024-12-14,7753.98,6,1292.33,Email,8,True,5,345,Loisirs,3
CLIENT_3105,59,BonninVille,F,2024-07-17,2025-12-09,119.96,5,23.99,Social,15,True,2,0,Maison,7
CLIENT_3106,57,Grenier,M,2023-09-08,2025-10-09,57.65,2,28.82,Email,8,True,5,51,Maison,5
CLIENT_3107,35,Techer-la-Forêt,M,2025-03-22,2025-12-09,39.6,3,13.2,Social,15,True,3,0,Mode,4
CLIENT_3108,38,Peronnec,F,2024-01-30,2024-04-02,450.97,1,450.97,Email,8,True,5,591,Mode,7
CLIENT_3109,23,Sainte Margotboeuf,F,2025-05-19,2025-07-05,158.24,2,79.12,SEA,25,True,3,137,Maison,8
CLIENT_3110,18,BonninVille,F,2023-11-19,2025-06-08,266.52,4,66.63,Direct,0,True,4,180,Alimentation,10
CLIENT_3111,18,Baudry,M,2024-06-12,2025-10-04,33.13,1,33.13,SEA,25,True,2,54,Électronique,6
CLIENT_3112,42,Sainte Genevièvenec,M,2023-04-21,2023-12-28,96.11,2,48.05,SEA,25,False,4,707,Maison,5
CLIENT_3113,47,Delorme,F,2025-09-18,2025-11-04,839.51,5,167.9,SEA,25,True,5,8,Alimentation,5
CLIENT_3114,38,BonninVille,M,2024-10-14,2025-12-09,74.14,4,18.54,SEA,25,True,3,0,Mode,3
CLIENT_3115,22,Gimenez,F,2023-11-04,2023-12-04,4986.34,3,1662.11,SEA,25,False,5,727,Mode,8
CLIENT_3116,53,Barbenec,F,2024-10-26,2024-11-21,76.23,6,12.71,SEA,25,False,4,375,Alimentation,1
CLIENT_3117,46,Grenier,F,2023-07-21,2024-03-26,48.08,4,12.02,Social,15,True,3,618,Alimentation,5
CLIENT_3118,18,Gimenez,F,2025-05-24,2025-09-03,2026.35,6,337.72,Social,15,True,5,96,Alimentation,10
CLIENT_3119,36,Maillard,F,2024-02-16,2025-12-09,46.11,3,15.37,Email,8,True,1,0,Mode,5
CLIENT_3120,44,Gimenez,M,2025-03-28,2025-07-27,885.95,4,221.49,SEA,25,True,3,131,Maison,2
CLIENT_3121,49,Sainte Genevièvenec,M,2025-02-04,2025-08-28,40.96,2,20.48,Social,15,False,1,82,Alimentation,5
CLIENT_3122,50,Barbenec,M,2024-07-05,2025-12-09,103.53,4,25.88,Social,15,True,3,0,Électronique,6
CLIENT_3123,32,Meunier,M,2024-05-31,2024-11-14,58.1,3,19.37,Email,8,False,3,383,Maison,2
CLIENT_3124,48,Peronnec,M,2025-03-09,2025-06-09,35.7,5,7.14,Social,15,True,2,160,Alimentation,7
CLIENT_3125,32,Meunier,F,2023-05-25,2023-09-02,332.2,4,83.05,SEA,25,True,5,808,Maison,10
CLIENT_3126,34,Techer-la-Forêt,F,2024-10-13,2025-12-09,126.08,3,42.03,Reference,5,True,5,0,Loisirs,5
CLIENT_3127,62,Perret,F,2023-08-08,2023-12-24,156.48,4,39.12,Social,15,False,4,714,Mode,7
CLIENT_3128,38,Techer-la-Forêt,M,2024-12-11,2024-12-14,40.89,2,20.45,Email,8,False,5,333,Électronique,2
CLIENT_3129,53,Delorme,M,2025-02-19,2025-12-09,33.49,5,6.7,SEA,25,False,3,0,Maison,10
CLIENT_3130,33,Sainte Christophe,M,2024-12-09,2025-09-29,250.39,1,250.39,Social,15,False,4,60,Maison,2
CLIENT_3131,57,Sainte Margotboeuf,F,2023-07-11,2023-09-06,74.98,4,18.75,SEA,25,True,4,823,Maison,2
CLIENT_3132,32,Deschamps,F,2023-07-20,2024-09-07,34.54,2,17.27,Social,15,False,3,453,Maison,8
CLIENT_3133,34,CaronBourg,M,2023-01-11,2023-02-05,52.63,3,17.54,Email,8,True,4,1036,Alimentation,4
CLIENT_3134,30,Deschamps,F,2024-11-28,2024-12-07,56.35,2,28.18,Social,15,True,3,367,Alimentation,3
CLIENT_3135,45,Sanchez,F,2024-07-07,2025-12-09,39.26,4,9.81,Social,15,False,3,0,Loisirs,6
CLIENT_3136,21,Sainte Christophe,F,2025-07-20,2025-10-04,34.7,2,17.35,Email,8,True,3,59,Loisirs,4
CLIENT_3137,53,Maillard,F,2023-04-14,2024-01-11,52.75,8,6.59,Email,8,True,3,670,Loisirs,2
CLIENT_3138,49,Gimenez,F,2023-10-29,2024-08-19,51.41,2,25.7,Social,15,True,5,460,Électronique,8
CLIENT_3139,46,Grenier,M,2023-12-01,2024-03-20,56.3,3,18.77,Social,15,True,3,607,Électronique,1
CLIENT_3140,50,Barbenec,M,2025-10-14,2025-12-09,407.7,3,135.9,Direct,0,True,5,0,Loisirs,6
CLIENT_3141,52,Sanchez,M,2024-06-14,2024-07-29,538.34,5,107.67,Email,8,False,4,497,Mode,8
CLIENT_3142,40,Techer-la-Forêt,F,2025-03-29,2025-08-14,34.67,5,6.93,Direct,0,True,2,108,Maison,10
CLIENT_3143,18,Maillard,M,2025-08-30,2025-12-09,54.39,5,10.88,Social,15,True,3,0,Électronique,9
CLIENT_3144,46,Sainte Genevièvenec,F,2024-05-26,2025-12-09,31.09,1,31.09,Email,8,True,3,0,Maison,1
CLIENT_3145,40,BonninVille,M,2023-03-31,2024-06-11,30.83,3,10.28,SEA,25,True,3,524,Loisirs,5
CLIENT_3146,54,Barbenec,F,2024-09-14,2025-12-09,151.23,3,50.41,Email,8,True,4,0,Alimentation,6
CLIENT_3147,35,BonninVille,F,2024-01-29,2024-06-12,86.05,3,28.68,Social,15,True,3,518,Électronique,8
CLIENT_3148,21,Sainte Margotboeuf,F,2024-12-12,2025-02-06,231.53,1,231.53,SEA,25,False,2,292,Loisirs,7
CLIENT_3149,18,CaronBourg,F,2024-06-28,2024-08-25,37.84,2,18.92,Social,15,True,3,449,Électronique,1
CLIENT_3150,35,Perret,M,2023-11-17,2024-06-21,38.97,4,9.74,Email,8,True,3,516,Alimentation,1
CLIENT_3151,66,Baudry,F,2024-10-02,2025-12-09,713.45,4,178.36,Social,15,False,5,0,Mode,3
CLIENT_3152,65,Perret,M,2025-08-30,2025-09-06,62.92,7,8.99,Reference,5,True,4,79,Alimentation,3
CLIENT_3153,19,Baudry,F,2024-12-22,2025-12-09,35.61,5,7.12,SEA,25,False,4,0,Maison,10
CLIENT_3154,35,Perret,F,2025-01-31,2025-09-05,58.4,1,58.4,Social,15,True,4,80,Loisirs,4
CLIENT_3155,38,Baudry,F,2024-12-15,2025-12-09,70.54,2,35.27,Direct,0,True,4,0,Loisirs,3
CLIENT_3156,37,Delorme,M,2024-01-28,2024-05-31,64.13,2,32.06,Social,15,False,1,533,Maison,8
CLIENT_3157,35,Grenier,F,2025-07-06,2025-11-12,60.96,4,15.24,Direct,0,True,3,22,Maison,10
CLIENT_3158,29,Perret,M,2023-03-02,2025-07-19,92.32,6,15.39,Social,15,True,4,118,Mode,6
CLIENT_3159,27,Deschamps,F,2024-06-22,2025-03-01,39.64,1,39.64,Direct,0,True,5,260,Mode,1
CLIENT_3160,50,Deschamps,F,2023-05-24,2023-08-16,233.58,1,233.58,Social,15,True,4,837,Électronique,3
CLIENT_3161,39,Sainte Genevièvenec,M,2023-07-10,2023-11-21,182.87,4,45.72,Social,15,True,4,727,Électronique,10
CLIENT_3162,56,Peronnec,F,2023-04-15,2024-03-20,49.2,4,12.3,Social,15,True,3,613,Loisirs,2
CLIENT_3163,21,Deschamps,F,2024-10-15,2025-08-28,41.66,3,13.89,Email,8,False,3,102,Alimentation,3
CLIENT_3164,44,Grenier,F,2023-10-06,2024-05-26,504.4,3,168.13,SEA,25,False,5,545,Alimentation,7
CLIENT_3165,19,Deschamps,F,2024-01-07,2024-06-21,54.73,6,9.12,SEA,25,True,5,536,Maison,4
CLIENT_3166,18,Meunier,F,2023-09-03,2023-09-26,456.94,1,456.94,SEA,25,True,5,782,Maison,8
CLIENT_3167,37,Techer-la-Forêt,M,2023-10-27,2025-03-02,148.4,3,49.47,SEA,25,False,3,264,Alimentation,3
CLIENT_3168,75,Meunier,F,2024-07-03,2024-12-18,52.88,1,52.88,Direct,0,True,4,337,Électronique,5
CLIENT_3169,18,Sanchez,F,2024-05-07,2025-07-11,63.23,2,31.61,SEA,25,False,4,126,Électronique,5
CLIENT_3170,35,Techer-la-Forêt,F,2024-03-02,2024-09-12,33.23,2,16.61,Email,8,False,4,423,Alimentation,2
CLIENT_3171,28,Maillard,F,2023-10-29,2024-05-16,280.82,6,46.8,Email,8,True,4,555,Loisirs,5
CLIENT_3172,45,Hubert,M,2025-05-05,2025-11-16,39.85,4,9.96,Email,8,True,2,0,Électronique,4
CLIENT_3173,38,Perret,F,2025-08-07,2025-12-09,88.22,2,44.11,Email,8,True,4,0,Alimentation,6
CLIENT_3174,35,Hubert,M,2023-06-12,2025-12-09,96.6,3,32.2,SEA,25,True,4,0,Maison,1
CLIENT_3175,44,Hubert,M,2025-04-03,2025-08-04,32.97,7,4.71,Email,8,True,3,118,Loisirs,1
CLIENT_3176,29,Barbenec,M,2023-07-19,2023-09-01,208.24,5,41.65,Email,8,True,4,809,Mode,9
CLIENT_3177,47,Perret,F,2024-06-14,2024-10-12,75.87,3,25.29,Social,15,False,5,416,Mode,10
CLIENT_3178,45,BonninVille,M,2025-03-22,2025-12-09,38.93,5,7.79,Social,15,False,4,0,Mode,6
CLIENT_3179,37,Hubert,M,2024-01-25,2024-12-11,218.81,5,43.76,Social,15,False,4,359,Électronique,5
CLIENT_3180,35,Techer-la-Forêt,F,2025-08-17,2025-12-09,44.04,3,14.68,Direct,0,True,3,0,Mode,9
CLIENT_3181,20,Leconte-sur-Masson,M,2023-04-25,2025-07-21,35.07,2,17.54,Social,15,False,2,117,Maison,8
CLIENT_3182,61,BonninVille,F,2024-10-25,2025-07-14,48.74,5,9.75,SEA,25,True,4,125,Maison,9
CLIENT_3183,32,Grenier,M,2025-10-14,2025-12-09,93.41,3,31.14,Email,8,True,4,0,Alimentation,3
CLIENT_3184,18,Leconte-sur-Masson,F,2024-01-15,2025-04-03,30.9,3,10.3,Email,8,True,3,242,Alimentation,1
CLIENT_3185,37,Sanchez,F,2025-01-23,2025-12-09,178.84,2,89.42,Social,15,False,4,0,Mode,6
CLIENT_3186,52,Barbenec,F,2024-06-23,2025-11-17,31.89,2,15.95,SEA,25,True,3,12,Maison,10
CLIENT_3187,75,Deschamps,F,2025-08-08,2025-12-09,93.51,5,18.7,Reference,5,True,3,0,Mode,1
CLIENT_3188,18,Barbenec,F,2023-11-22,2023-12-26,49.08,4,12.27,Email,8,True,5,700,Électronique,6
CLIENT_3189,24,Deschamps,M,2025-10-01,2025-12-09,223.36,4,55.84,Direct,0,True,5,0,Électronique,5
CLIENT_3190,47,Gimenez,F,2025-10-19,2025-12-09,79.89,2,39.95,SEA,25,True,3,0,Mode,8
CLIENT_3191,32,Sainte Margotboeuf,M,2025-03-18,2025-06-03,103.99,2,51.99,SEA,25,True,3,188,Alimentation,1
CLIENT_3192,23,Sanchez,M,2025-05-08,2025-06-14,63.02,2,31.51,Direct,0,True,5,162,Loisirs,2
CLIENT_3193,58,Sanchez,F,2024-11-06,2025-02-07,49.49,2,24.75,Email,8,True,4,295,Maison,5
CLIENT_3194,18,Sainte Genevièvenec,F,2025-01-17,2025-06-04,34.56,3,11.52,Email,8,True,3,178,Électronique,1
CLIENT_3195,33,Deschamps,F,2024-10-08,2025-12-09,42.77,4,10.69,Social,15,False,4,0,Alimentation,4
CLIENT_3196,29,Sainte Margotboeuf,M,2024-04-13,2024-07-22,42.88,1,42.88,Social,15,False,4,487,Maison,7
CLIENT_3197,43,Sainte Genevièvenec,F,2023-07-02,2023-10-30,688.65,1,688.65,Social,15,True,5,769,Mode,1
CLIENT_3198,26,Gimenez,M,2023-08-24,2023-11-11,5006.93,3,1668.98,Direct,0,False,5,754,Loisirs,8
CLIENT_3199,63,Deschamps,M,2023-03-21,2023-06-02,27711.64,4,6927.91,Email,8,True,4,914,Mode,9
CLIENT_3200,43,Perret,M,2023-02-28,2024-04-20,47.73,4,11.93,Reference,5,False,3,588,Maison,1
CLIENT_3201,45,Maillard,M,2023-06-16,2024-01-15,62.67,2,31.34,SEA,25,True,5,665,Électronique,4
CLIENT_3202,36,Sainte Genevièvenec,F,2025-05-04,2025-09-30,92.01,5,18.4,Social,15,False,3,47,Électronique,6
CLIENT_3203,75,Peronnec,M,2023-06-01,2024-03-24,44.01,7,6.29,Email,8,False,4,616,Électronique,10
CLIENT_3204,18,Sainte Margotboeuf,M,2024-12-06,2024-12-21,98.45,1,98.45,Direct,0,False,4,338,Loisirs,10
CLIENT_3205,29,Peronnec,F,2022-12-26,2024-04-16,400.97,1,400.97,Social,15,True,5,586,Alimentation,10
CLIENT_3206,18,Baudry,M,2023-04-13,2025-12-09,63.99,4,16.0,Reference,5,True,3,0,Maison,2
CLIENT_3207,50,Gimenez,M,2023-11-09,2023-12-06,86.11,4,21.53,Social,15,True,5,732,Alimentation,9
CLIENT_3208,42,Maillard,M,2025-11-09,2025-12-09,45.24,3,15.08,Email,8,True,4,0,Électronique,3
CLIENT_3209,31,Perret,M,2025-11-29,2025-12-09,40.03,1,40.03,Direct,0,True,1,0,Mode,1
CLIENT_3210,53,Peronnec,F,2023-07-29,2023-10-15,122.01,4,30.5,Social,15,True,4,772,Mode,2
CLIENT_3211,36,Hubert,M,2023-09-05,2023-12-31,306.47,2,153.24,SEA,25,False,5,693,Loisirs,2
